customer_id,customer_name,segment,first_order_date,last_order_date,number_of_orders,total_sales_lifetime,average_order_value,customer_age_days,first_order_year,last_order_year,ltv_category,order_frequency_category
SC-20575,Sonia Cooley,Consumer,2016-06-16,2019-09-29,5,2683.46,149.08,1200,2016.0,2019.0,Средний,Периодический
CS-12130,Chad Sievert,Consumer,2016-08-05,2018-08-28,4,2674.86,121.58,753,2016.0,2018.0,Средний,Редкий
EM-13960,Eric Murdock,Consumer,2017-10-01,2019-08-01,5,2634.97,175.66,669,2017.0,2019.0,Средний,Периодический
MC-17635,Matthew Clasen,Consumer,2016-11-28,2019-06-24,4,2632.92,119.68,938,2016.0,2019.0,Средний,Редкий
AB-10255,Alejandro Ballentine,Consumer,2016-07-22,2019-07-17,9,2625.25,72.92,1090,2016.0,2019.0,Средний,Периодический
DV-13045,Darrin Van Huff,Consumer,2018-06-12,2019-12-11,5,2617.67,104.71,547,2018.0,2019.0,Средний,Периодический
AM-10360,Alice McCarthy,Consumer,2016-10-06,2019-12-02,5,2594.66,76.31,1152,2016.0,2019.0,Средний,Периодический
JR-15700,Jocasta Rupert,Consumer,2019-10-23,2019-10-23,1,2591.64,863.88,0,2019.0,2019.0,Средний,Редкий
AA-10375,Allen Armold,Consumer,2016-04-21,2019-12-11,9,2547.11,77.19,1329,2016.0,2019.0,Средний,Периодический
EM-14095,Eudokia Martin,Consumer,2017-08-07,2019-09-08,4,2535.16,97.51,762,2017.0,2019.0,Средний,Редкий
BB-10990,Barry Blumstein,Consumer,2016-07-27,2019-09-16,5,2530.1,110.0,1146,2016.0,2019.0,Средний,Периодический
AG-10525,Andy Gerbode,Consumer,2016-08-09,2017-09-07,4,2494.23,124.71,394,2016.0,2017.0,Средний,Редкий
JF-15295,Jason Fortune-,Consumer,2016-03-14,2019-05-19,5,2490.27,73.24,1161,2016.0,2019.0,Средний,Периодический
VF-21715,Vicky Freymann,Consumer,2016-03-01,2019-12-17,5,2483.88,77.62,1386,2016.0,2019.0,Средний,Периодический
DH-13675,Duane Huffman,Consumer,2016-08-12,2017-11-15,4,2475.6,82.52,460,2016.0,2017.0,Средний,Редкий
MK-18160,Mike Kennedy,Consumer,2016-12-19,2019-05-04,4,2474.26,95.16,866,2016.0,2019.0,Средний,Редкий
EH-13990,Erica Hackney,Consumer,2016-01-15,2018-11-20,6,2460.39,111.84,1040,2016.0,2018.0,Средний,Периодический
JF-15490,Jeremy Farry,Consumer,2016-10-19,2019-08-31,11,2420.75,71.2,1046,2016.0,2019.0,Средний,Регулярный
CS-12175,Charles Sheldon,Consumer,2016-08-12,2019-05-12,5,2417.0,120.85,1003,2016.0,2019.0,Средний,Периодический
TB-21190,Thomas Brumley,Consumer,2016-12-27,2019-11-11,4,2405.8,240.58,1049,2016.0,2019.0,Средний,Редкий
NG-18430,Nathan Gelder,Consumer,2016-11-24,2019-11-12,5,2372.3,118.62,1083,2016.0,2019.0,Средний,Периодический
TS-21340,Toby Swindell,Consumer,2016-01-19,2019-05-18,5,2358.27,76.07,1215,2016.0,2019.0,Средний,Периодический
HE-14800,Harold Engle,Consumer,2018-01-30,2019-12-18,4,2335.72,77.86,687,2018.0,2019.0,Средний,Редкий
KC-16675,Kimberly Carter,Consumer,2016-12-13,2019-11-03,4,2323.86,136.7,1055,2016.0,2019.0,Средний,Редкий
GM-14500,Gene McClure,Consumer,2016-08-09,2019-09-15,10,2323.05,74.94,1132,2016.0,2019.0,Средний,Регулярный
CG-12040,Catherine Glotzbach,Consumer,2017-06-01,2019-11-11,6,2302.18,104.64,893,2017.0,2019.0,Средний,Периодический
JH-15910,Jonathan Howell,Consumer,2017-06-12,2019-11-19,7,2290.38,91.62,890,2017.0,2019.0,Средний,Периодический
JM-15655,Jim Mitchum,Consumer,2016-04-08,2019-12-22,5,2289.31,76.31,1353,2016.0,2019.0,Средний,Периодический
BD-11635,Brian Derr,Consumer,2016-10-05,2019-12-21,3,2280.49,134.15,1172,2016.0,2019.0,Средний,Редкий
BP-11050,Barry Pond,Consumer,2016-10-12,2019-10-08,5,2277.12,133.95,1091,2016.0,2019.0,Средний,Периодический
KB-16600,Ken Brennan,Consumer,2016-12-30,2019-12-29,7,2250.73,93.78,1094,2016.0,2019.0,Средний,Периодический
Dl-13600,Dorris liebe,Consumer,2016-03-30,2019-09-02,5,2248.49,149.9,1251,2016.0,2019.0,Средний,Периодический
DP-13165,David Philippe,Consumer,2016-12-02,2017-10-10,2,2245.21,224.52,312,2016.0,2017.0,Средний,Редкий
LP-17080,Liz Pelletier,Consumer,2016-06-24,2019-11-20,4,2232.38,85.86,1244,2016.0,2019.0,Средний,Редкий
LS-17245,Lynn Smith,Consumer,2016-10-16,2019-11-26,6,2219.7,82.21,1136,2016.0,2019.0,Средний,Периодический
RH-19555,Ritsa Hightower,Consumer,2017-12-04,2018-07-29,2,2212.92,276.62,237,2017.0,2018.0,Средний,Редкий
TC-21145,Theresa Coyne,Consumer,2019-09-15,2019-09-15,1,2193.54,274.19,0,2019.0,2019.0,Средний,Редкий
JC-15385,Jenna Caffey,Consumer,2019-07-08,2019-07-08,1,2189.38,218.94,0,2019.0,2019.0,Средний,Редкий
PH-18790,Patricia Hirasaki,Consumer,2019-10-21,2019-10-21,1,2188.94,364.82,0,2019.0,2019.0,Средний,Редкий
ML-18040,Michelle Lonsdale,Consumer,2019-03-26,2019-10-12,3,2159.04,215.9,200,2019.0,2019.0,Средний,Редкий
PB-18805,Patrick Bzostek,Consumer,2017-11-20,2019-12-05,3,2151.2,76.83,745,2017.0,2019.0,Средний,Редкий
MG-17890,Michael Granlund,Consumer,2016-12-29,2019-09-22,9,2145.9,61.31,997,2016.0,2019.0,Средний,Периодический
RP-19270,Rachel Payne,Consumer,2016-10-19,2018-08-21,4,2134.5,73.6,671,2016.0,2018.0,Средний,Редкий
MM-18280,Muhammed MacIntyre,Consumer,2016-01-20,2019-10-06,9,2118.1,66.19,1355,2016.0,2019.0,Средний,Периодический
TC-21535,Tracy Collins,Consumer,2016-11-03,2019-12-26,7,2096.16,80.62,1148,2016.0,2019.0,Средний,Периодический
PA-19060,Pete Armstrong,Consumer,2016-05-17,2019-09-18,6,2086.34,104.32,1219,2016.0,2019.0,Средний,Периодический
RE-19450,Richard Eichhorn,Consumer,2016-06-03,2019-03-03,5,2080.14,99.05,1003,2016.0,2019.0,Средний,Периодический
SF-20065,Sandra Flanagan,Consumer,2016-09-10,2019-11-01,7,2043.14,88.83,1147,2016.0,2019.0,Средний,Периодический
SK-19990,Sally Knutson,Consumer,2018-11-28,2019-12-22,3,2018.63,155.28,389,2018.0,2019.0,Средний,Редкий
TB-21355,Todd Boyes,Consumer,2018-01-25,2019-08-06,5,2015.87,65.03,558,2018.0,2019.0,Средний,Периодический
RC-19825,Roy Collins,Consumer,2016-12-05,2018-12-26,6,2014.67,87.59,751,2016.0,2018.0,Средний,Периодический
PB-19105,Peter B�hler,Consumer,2016-11-15,2019-11-03,4,2004.14,182.19,1083,2016.0,2019.0,Средний,Редкий
BM-11575,Brendan Murry,Consumer,2017-09-15,2019-09-21,6,2000.51,68.98,736,2017.0,2019.0,Средний,Периодический
BF-11275,Beth Fritzler,Consumer,2016-03-22,2019-11-03,3,1972.68,197.27,1321,2016.0,2019.0,Средний,Редкий
MF-17665,Maureen Fritzler,Consumer,2016-12-30,2018-11-04,5,1958.74,103.09,674,2016.0,2018.0,Средний,Периодический
EH-14185,Evan Henry,Consumer,2016-05-22,2019-09-16,6,1954.12,97.71,1212,2016.0,2019.0,Средний,Периодический
BS-11800,Bryan Spruell,Consumer,2017-09-26,2019-04-09,2,1953.46,97.67,560,2017.0,2019.0,Средний,Редкий
RC-19960,Ryan Crowe,Consumer,2016-08-25,2019-09-11,6,1939.46,74.59,1112,2016.0,2019.0,Средний,Периодический
BF-10975,Barbara Fisher,Consumer,2016-07-14,2019-09-30,7,1922.94,51.97,1173,2016.0,2019.0,Средний,Периодический
AF-10885,Art Foster,Consumer,2016-05-10,2018-11-10,4,1907.81,105.99,914,2016.0,2018.0,Средний,Редкий
TM-21490,Tony Molinari,Consumer,2019-03-30,2019-08-22,3,1878.39,234.8,145,2019.0,2019.0,Средний,Редкий
MO-17500,Mary O'Rourke,Consumer,2016-11-28,2019-10-19,4,1876.83,170.62,1055,2016.0,2019.0,Средний,Редкий
SW-20350,Sean Wendt,Consumer,2018-04-09,2019-07-21,3,1854.98,142.69,468,2018.0,2019.0,Средний,Редкий
CD-11980,Carol Darley,Consumer,2018-11-24,2019-11-06,3,1828.51,121.9,347,2018.0,2019.0,Средний,Редкий
JJ-15445,Jennifer Jackson,Consumer,2017-03-05,2018-09-03,5,1812.45,113.28,547,2017.0,2018.0,Средний,Периодический
LO-17170,Lori Olson,Consumer,2017-02-06,2019-12-28,5,1807.17,78.57,1055,2017.0,2019.0,Средний,Периодический
VP-21730,Victor Preis,Consumer,2017-07-05,2019-11-30,3,1787.03,162.46,878,2017.0,2019.0,Средний,Редкий
CR-12625,Corey Roper,Consumer,2016-06-01,2018-09-16,3,1773.6,126.69,837,2016.0,2018.0,Средний,Редкий
AH-10585,Angele Hood,Consumer,2016-10-26,2019-12-09,4,1764.18,160.38,1139,2016.0,2019.0,Средний,Редкий
RR-19315,Ralph Ritter,Consumer,2018-11-14,2019-12-11,2,1759.71,175.97,392,2018.0,2019.0,Средний,Редкий
AJ-10960,Astrea Jones,Consumer,2016-09-14,2019-10-17,3,1732.45,157.5,1128,2016.0,2019.0,Средний,Редкий
HZ-14950,Henia Zydlo,Consumer,2018-03-14,2019-11-25,5,1732.35,173.24,621,2018.0,2019.0,Средний,Периодический
AB-10015,Aaron Bergman,Consumer,2016-02-18,2018-11-10,3,1727.32,132.87,996,2016.0,2018.0,Средний,Редкий
VG-21790,Vivek Gonzalez,Consumer,2016-08-08,2019-07-29,6,1696.93,99.82,1085,2016.0,2019.0,Средний,Периодический
AS-10630,Ann Steele,Consumer,2016-08-01,2019-09-29,7,1672.86,55.76,1154,2016.0,2019.0,Средний,Периодический
TR-21325,Toby Ritter,Consumer,2016-12-01,2019-06-20,5,1670.97,98.29,931,2016.0,2019.0,Средний,Периодический
JL-15130,Jack Lebron,Consumer,2016-07-18,2019-12-22,6,1670.87,53.9,1252,2016.0,2019.0,Средний,Периодический
JB-16000,Joy Bell-,Consumer,2018-01-10,2019-11-17,7,1662.77,87.51,676,2018.0,2019.0,Средний,Периодический
JD-16060,Julia Dunbar,Consumer,2016-09-24,2019-03-05,3,1653.21,103.33,892,2016.0,2019.0,Средний,Редкий
EH-13945,Eric Hoffmann,Consumer,2016-07-02,2019-05-27,8,1636.71,38.97,1059,2016.0,2019.0,Средний,Периодический
RB-19570,Rob Beeghly,Consumer,2018-04-28,2019-12-05,5,1625.21,70.66,586,2018.0,2019.0,Средний,Периодический
BD-11770,Bryan Davis,Consumer,2018-03-10,2019-02-06,6,1608.62,67.03,333,2018.0,2019.0,Средний,Периодический
SS-20515,Shirley Schmidt,Consumer,2016-07-14,2018-08-26,3,1599.82,88.88,773,2016.0,2018.0,Средний,Редкий
BK-11260,Berenike Kampe,Consumer,2016-08-03,2019-10-14,6,1598.39,43.2,1167,2016.0,2019.0,Средний,Периодический
IG-15085,Ivan Gibson,Consumer,2016-10-18,2019-10-20,4,1598.36,99.9,1097,2016.0,2019.0,Средний,Редкий
SW-20755,Steven Ward,Consumer,2016-11-02,2018-07-14,2,1593.4,83.86,619,2016.0,2018.0,Средний,Редкий
AS-10240,Alan Shonely,Consumer,2016-03-15,2019-06-21,7,1568.08,46.12,1193,2016.0,2019.0,Средний,Периодический
MR-17545,Mathew Reese,Consumer,2016-09-03,2019-08-27,4,1561.88,97.62,1088,2016.0,2019.0,Средний,Редкий
CS-11860,Cari Schnelling,Consumer,2016-05-02,2019-07-21,6,1556.97,97.31,1175,2016.0,2019.0,Средний,Периодический
AC-10660,Anna Chung,Consumer,2016-10-15,2019-03-23,5,1543.14,110.22,889,2016.0,2019.0,Средний,Периодический
ST-20530,Shui Tom,Consumer,2016-02-14,2019-08-27,7,1483.14,51.14,1290,2016.0,2019.0,Средний,Периодический
AG-10330,Alex Grayson,Consumer,2018-08-03,2019-12-22,5,1429.79,64.99,506,2018.0,2019.0,Средний,Периодический
AY-10555,Andy Yotov,Consumer,2016-04-06,2019-12-16,4,1397.16,51.75,1349,2016.0,2019.0,Средний,Редкий
NK-18490,Neil Knudson,Consumer,2017-05-28,2019-10-21,7,1382.49,46.08,876,2017.0,2019.0,Средний,Периодический
JS-15940,Joni Sundaresam,Consumer,2016-05-03,2018-09-23,5,1378.39,62.65,873,2016.0,2018.0,Средний,Периодический
AW-10840,Anthony Witt,Consumer,2017-04-13,2019-12-10,4,1342.51,70.66,971,2017.0,2019.0,Средний,Редкий
CS-12460,Chuck Sachs,Consumer,2019-07-03,2019-12-03,2,1322.2,94.44,153,2019.0,2019.0,Средний,Редкий
TT-21265,Tim Taslimi,Consumer,2017-08-15,2018-11-19,3,1318.5,146.5,461,2017.0,2018.0,Средний,Редкий
KM-16660,Khloe Miller,Consumer,2016-12-22,2019-12-15,5,1300.16,54.17,1088,2016.0,2019.0,Средний,Периодический
VG-21805,Vivek Grady,Consumer,2016-09-22,2019-03-19,5,1239.75,88.55,908,2016.0,2019.0,Средний,Периодический
BW-11065,Barry Weirich,Consumer,2016-05-25,2019-06-01,3,1234.23,123.42,1102,2016.0,2019.0,Средний,Редкий
BT-11485,Brad Thomas,Consumer,2017-12-27,2018-03-11,2,1216.69,152.09,74,2017.0,2018.0,Средний,Редкий
CM-11935,Carlos Meador,Consumer,2017-09-24,2018-01-22,2,1180.18,118.02,120,2017.0,2018.0,Средний,Редкий
BT-11440,Bobby Trafton,Consumer,2016-06-04,2018-06-18,4,1164.98,77.67,744,2016.0,2018.0,Средний,Редкий
DL-13330,Denise Leinenbach,Consumer,2016-06-23,2019-11-03,4,1150.85,63.94,1228,2016.0,2019.0,Средний,Редкий
NF-18475,Neil Franz�sisch,Consumer,2016-03-14,2018-07-23,4,1126.78,102.43,861,2016.0,2018.0,Средний,Редкий
MS-17830,Melanie Seite,Consumer,2016-01-09,2018-10-04,4,1111.04,74.07,999,2016.0,2018.0,Средний,Редкий
KW-16570,Kelly Williams,Consumer,2016-09-30,2017-11-20,4,1105.95,85.07,416,2016.0,2017.0,Средний,Редкий
EM-14200,Evan Minnotte,Consumer,2017-12-20,2019-07-25,3,1100.47,91.71,582,2017.0,2019.0,Средний,Редкий
JK-15325,Jason Klamczynski,Consumer,2016-11-21,2019-03-18,3,1037.22,103.72,847,2016.0,2019.0,Средний,Редкий
AG-10300,Aleksandra Gannaway,Consumer,2016-04-26,2019-09-03,4,1014.74,78.06,1225,2016.0,2019.0,Средний,Редкий
EP-65724,Hannah Norris,Home Office,2025-04-30,2025-04-30,1,997.03,997.03,0,2025.0,2025.0,Низкий,Редкий
RM-29488,Cathy Henson,Home Office,2023-12-30,2023-12-30,1,995.69,995.69,0,2023.0,2023.0,Низкий,Редкий
HM-14980,Henry MacAllister,Consumer,2017-10-02,2019-04-27,4,992.5,62.03,572,2017.0,2019.0,Низкий,Редкий
SS-20499,Tanya Wilson,Consumer,2024-11-29,2024-11-29,1,985.05,985.05,0,2024.0,2024.0,Низкий,Редкий
EC-14050,Erin Creighton,Consumer,2016-12-17,2019-11-07,5,980.71,65.38,1055,2016.0,2019.0,Низкий,Периодический
JH-15820,John Huston,Consumer,2016-05-19,2019-07-09,6,979.72,54.43,1146,2016.0,2019.0,Низкий,Периодический
JD-31394,Amanda Williams,Consumer,2022-01-16,2022-01-16,1,970.13,970.13,0,2022.0,2022.0,Низкий,Редкий
MJ-41770,Julie Cook,Consumer,2023-11-27,2023-11-27,1,966.99,966.99,0,2023.0,2023.0,Низкий,Редкий
SK-62031,Barry Lee,Corporate,2025-01-13,2025-01-13,1,965.45,965.45,0,2025.0,2025.0,Низкий,Редкий
HD-14785,Harold Dahlen,Consumer,2016-05-11,2017-11-22,3,964.49,45.93,560,2016.0,2017.0,Низкий,Редкий
NH-26845,Jennifer Smith,Consumer,2024-02-26,2024-02-26,1,960.48,960.48,0,2024.0,2024.0,Низкий,Редкий
LS-17230,Lycoris Saunders,Consumer,2016-01-06,2017-11-14,3,956.66,56.27,678,2016.0,2017.0,Низкий,Редкий
JP-86479,Craig Castaneda,Corporate,2022-12-17,2022-12-17,1,944.43,944.43,0,2022.0,2022.0,Низкий,Редкий
DH-47519,Mark Rivera,Consumer,2025-01-10,2025-01-10,1,928.56,928.56,0,2025.0,2025.0,Низкий,Редкий
DS-73095,Anna Farrell,Corporate,2022-06-09,2022-06-09,1,922.21,922.21,0,2022.0,2022.0,Низкий,Редкий
CF-73806,Paula Bell,Consumer,2023-01-11,2023-01-11,1,921.95,921.95,0,2023.0,2023.0,Низкий,Редкий
TH-22380,Kayla Harrison,Home Office,2023-06-08,2023-06-08,1,921.26,921.26,0,2023.0,2023.0,Низкий,Редкий
SS-20590,Sonia Sunley,Consumer,2016-08-05,2018-10-24,6,911.04,41.41,810,2016.0,2018.0,Низкий,Периодический
VS-38611,Ann Romero,Corporate,2025-04-08,2025-04-08,1,910.31,910.31,0,2025.0,2025.0,Низкий,Редкий
KS-95379,Timothy Young,Consumer,2024-07-28,2024-07-28,1,909.03,909.03,0,2024.0,2024.0,Низкий,Редкий
NM-19172,William Rice,Consumer,2024-10-20,2024-10-20,1,905.73,905.73,0,2024.0,2024.0,Низкий,Редкий
MH-17440,Mark Haberlin,Consumer,2016-02-04,2018-12-19,4,900.91,40.95,1049,2016.0,2018.0,Низкий,Редкий
KK-47197,Cheryl Martinez,Consumer,2022-08-11,2022-08-11,1,894.64,894.64,0,2022.0,2022.0,Низкий,Редкий
SO-19783,Crystal Thomas,Consumer,2024-02-27,2024-02-27,1,888.83,888.83,0,2024.0,2024.0,Низкий,Редкий
JD-16015,Joy Daniels,Consumer,2016-10-04,2019-09-09,6,884.5,34.02,1070,2016.0,2019.0,Низкий,Периодический
MJ-99147,Natasha Oconnell,Corporate,2023-10-16,2023-10-16,1,883.23,883.23,0,2023.0,2023.0,Низкий,Редкий
AC-37568,Christopher Yang,Corporate,2022-05-10,2022-05-10,1,880.04,880.04,0,2022.0,2022.0,Низкий,Редкий
LH-12934,David Waller,Home Office,2022-04-28,2022-04-28,1,877.75,877.75,0,2022.0,2022.0,Низкий,Редкий
MG-29194,Victoria Blake,Consumer,2024-09-27,2024-09-27,1,875.5,875.5,0,2024.0,2024.0,Низкий,Редкий
JM-70448,Darlene Nguyen,Home Office,2024-10-16,2024-10-16,1,863.53,863.53,0,2024.0,2024.0,Низкий,Редкий
LT-16765,Larry Tron,Consumer,2016-09-01,2019-12-04,3,861.34,123.05,1189,2016.0,2019.0,Низкий,Редкий
KG-58188,Jacqueline Bowers,Corporate,2024-03-22,2024-03-22,1,860.35,860.35,0,2024.0,2024.0,Низкий,Редкий
KT-30136,George Harrington,Home Office,2023-09-11,2023-09-11,1,859.44,859.44,0,2023.0,2023.0,Низкий,Редкий
MS-17530,MaryBeth Skach,Consumer,2016-11-04,2018-10-22,4,858.27,61.31,717,2016.0,2018.0,Низкий,Редкий
KB-42468,Michael Watkins,Home Office,2023-04-16,2023-04-16,1,854.82,854.82,0,2023.0,2023.0,Низкий,Редкий
VM-21835,Vivian Mathis,Consumer,2016-03-22,2019-09-04,5,848.68,44.67,1261,2016.0,2019.0,Низкий,Периодический
KR-67347,Angela Phillips,Consumer,2021-11-12,2021-11-12,1,847.2,847.2,0,2021.0,2021.0,Низкий,Редкий
SH-44070,Kenneth Noble,Home Office,2022-03-17,2022-03-17,1,847.19,847.19,0,2022.0,2022.0,Низкий,Редкий
AJ-87505,James Mccullough,Corporate,2022-08-27,2022-08-27,1,832.94,832.94,0,2022.0,2022.0,Низкий,Редкий
SC-20800,Stuart Calhoun,Consumer,2017-12-11,2019-11-30,4,831.14,63.93,719,2017.0,2019.0,Низкий,Редкий
SC-20845,Sung Chung,Consumer,2018-11-11,2019-08-21,2,827.78,75.25,283,2018.0,2019.0,Низкий,Редкий
HJ-14875,Heather Jas,Consumer,2017-04-13,2019-08-26,5,824.5,54.97,865,2017.0,2019.0,Низкий,Периодический
BG-91579,Christine Everett,Consumer,2025-07-25,2025-07-25,1,822.44,822.44,0,2025.0,2025.0,Низкий,Редкий
ME-65173,Jessica Barnes,Corporate,2023-08-02,2023-08-02,1,817.44,817.44,0,2023.0,2023.0,Низкий,Редкий
DM-47597,Candice Miller,Corporate,2023-05-21,2023-05-21,1,816.43,816.43,0,2023.0,2023.0,Низкий,Редкий
CG-75690,Lisa Gonzalez,Home Office,2023-11-22,2023-11-22,1,802.32,802.32,0,2023.0,2023.0,Низкий,Редкий
MW-36550,Henry White,Corporate,2023-05-16,2023-05-16,1,800.03,800.03,0,2023.0,2023.0,Низкий,Редкий
DP-34190,Nicholas Vaughn,Consumer,2022-12-10,2022-12-10,1,792.79,792.79,0,2022.0,2022.0,Низкий,Редкий
DW-13540,Don Weiss,Consumer,2018-02-27,2019-09-23,5,788.01,37.52,573,2018.0,2019.0,Низкий,Периодический
NC-37252,Carolyn Lozano,Corporate,2023-03-21,2023-03-21,1,782.53,782.53,0,2023.0,2023.0,Низкий,Редкий
AG-41395,Michael Price,Corporate,2024-06-06,2024-06-06,1,780.85,780.85,0,2024.0,2024.0,Низкий,Редкий
MS-75151,Lauren Smith,Home Office,2022-10-21,2022-10-21,1,777.58,777.58,0,2022.0,2022.0,Низкий,Редкий
CH-97226,Maria Stafford,Home Office,2023-06-21,2023-06-21,1,775.86,775.86,0,2023.0,2023.0,Низкий,Редкий
AC-72418,Abigail Hernandez,Home Office,2022-08-16,2022-08-16,1,775.5,775.5,0,2022.0,2022.0,Низкий,Редкий
NC-38746,Rebecca Brown,Consumer,2023-05-21,2023-05-21,1,774.99,774.99,0,2023.0,2023.0,Низкий,Редкий
HJ-42035,Justin Velez,Home Office,2024-12-02,2024-12-02,1,771.77,771.77,0,2024.0,2024.0,Низкий,Редкий
LC-91401,Trevor Johnson,Home Office,2022-06-25,2022-06-25,1,769.0,769.0,0,2022.0,2022.0,Низкий,Редкий
CG-23075,Michael Jones,Corporate,2022-07-11,2022-07-11,1,766.71,766.71,0,2022.0,2022.0,Низкий,Редкий
DR-72503,Ryan Johnson,Corporate,2022-06-15,2022-06-15,1,761.1,761.1,0,2022.0,2022.0,Низкий,Редкий
JM-83996,Kelly Silva,Corporate,2024-08-28,2024-08-28,1,760.11,760.11,0,2024.0,2024.0,Низкий,Редкий
RS-37024,Alexis Montes,Consumer,2023-09-09,2023-09-09,1,755.22,755.22,0,2023.0,2023.0,Низкий,Редкий
GG-17311,Patricia Hill,Corporate,2024-04-10,2024-04-10,1,752.31,752.31,0,2024.0,2024.0,Низкий,Редкий
RR-75381,Brenda Moore,Consumer,2021-10-25,2021-10-25,1,752.07,752.07,0,2021.0,2021.0,Низкий,Редкий
BD-11560,Brendan Dodson,Consumer,2017-05-30,2019-03-27,2,752.04,83.56,666,2017.0,2019.0,Низкий,Редкий
TO-17702,Robert Edwards,Corporate,2022-10-20,2022-10-20,1,745.82,745.82,0,2022.0,2022.0,Низкий,Редкий
AP-77217,Kayla Harrison,Home Office,2024-06-14,2024-06-14,1,744.68,744.68,0,2024.0,2024.0,Низкий,Редкий
CM-83838,Judy Harper,Corporate,2024-03-04,2024-03-04,1,743.43,743.43,0,2024.0,2024.0,Низкий,Редкий
RB-60537,Reginald Foley,Corporate,2023-04-28,2023-04-28,1,739.42,739.42,0,2023.0,2023.0,Низкий,Редкий
SL-26830,Denise Mendoza,Home Office,2021-11-16,2021-11-16,1,738.55,738.55,0,2021.0,2021.0,Низкий,Редкий
DW-12918,Anthony Haas,Consumer,2022-01-14,2022-01-14,1,737.43,737.43,0,2022.0,2022.0,Низкий,Редкий
JB-51207,Brian Hayden,Corporate,2024-08-22,2024-08-22,1,734.35,734.35,0,2024.0,2024.0,Низкий,Редкий
JR-97170,Laura Rodriguez,Consumer,2023-11-02,2023-11-02,1,726.64,726.64,0,2023.0,2023.0,Низкий,Редкий
MT-50730,James Gordon,Consumer,2022-09-15,2022-09-15,1,719.76,719.76,0,2022.0,2022.0,Низкий,Редкий
EB-89560,Chelsea Hatfield,Home Office,2025-01-05,2025-01-05,1,718.25,718.25,0,2025.0,2025.0,Низкий,Редкий
JH-95698,Margaret Hawkins,Consumer,2021-12-01,2021-12-01,1,714.69,714.69,0,2021.0,2021.0,Низкий,Редкий
TW-95199,Ryan Ramos,Home Office,2023-06-28,2023-06-28,1,710.62,710.62,0,2023.0,2023.0,Низкий,Редкий
SP-29742,Courtney Dean,Consumer,2025-03-14,2025-03-14,1,708.5,708.5,0,2025.0,2025.0,Низкий,Редкий
MD-57862,Dawn Collins,Home Office,2023-04-23,2023-04-23,1,703.01,703.01,0,2023.0,2023.0,Низкий,Редкий
ED-95533,Richard Collins,Corporate,2022-07-31,2022-07-31,1,700.51,700.51,0,2022.0,2022.0,Низкий,Редкий
PL-18925,Paul Lucas,Consumer,2016-11-01,2019-12-15,5,697.04,30.31,1139,2016.0,2019.0,Низкий,Периодический
NR-87299,Curtis Harris,Corporate,2024-04-22,2024-04-22,1,695.12,695.12,0,2024.0,2024.0,Низкий,Редкий
NB-18580,Nicole Brennan,Consumer,2016-09-26,2016-10-22,2,677.66,135.53,26,2016.0,2016.0,Низкий,Редкий
RM-31947,Duane Alvarado,Corporate,2023-10-19,2023-10-19,1,675.97,675.97,0,2023.0,2023.0,Низкий,Редкий
KO-87984,Amber Brock,Home Office,2023-10-16,2023-10-16,1,675.39,675.39,0,2023.0,2023.0,Низкий,Редкий
SM-20005,Sally Matthias,Consumer,2016-11-23,2018-11-04,4,672.8,44.85,711,2016.0,2018.0,Низкий,Редкий
MN-34130,Christine Robinson,Consumer,2025-09-08,2025-09-08,1,666.39,666.39,0,2025.0,2025.0,Низкий,Редкий
EM-14065,Erin Mull,Consumer,2016-07-22,2019-11-13,4,659.53,43.97,1209,2016.0,2019.0,Низкий,Редкий
AJ-89509,Guy Williams,Corporate,2024-04-03,2024-04-03,1,658.6,658.6,0,2024.0,2024.0,Низкий,Редкий
AM-98819,Robert Mitchell,Corporate,2025-05-01,2025-05-01,1,657.73,657.73,0,2025.0,2025.0,Низкий,Редкий
GW-87176,Richard Rivera,Consumer,2021-11-05,2021-11-05,1,649.36,649.36,0,2021.0,2021.0,Низкий,Редкий
AW-39614,Elijah White,Consumer,2024-10-01,2024-10-01,1,648.64,648.64,0,2024.0,2024.0,Низкий,Редкий
CM-12445,Chuck Magee,Consumer,2016-06-09,2018-10-20,3,646.75,29.4,863,2016.0,2018.0,Низкий,Редкий
JH-97799,Heidi Cooper,Consumer,2021-09-28,2021-09-28,1,646.43,646.43,0,2021.0,2021.0,Низкий,Редкий
CE-99203,Victor Gonzalez,Corporate,2024-08-20,2024-08-20,1,645.8,645.8,0,2024.0,2024.0,Низкий,Редкий
AS-69373,Rebecca Williams,Corporate,2024-08-22,2024-08-22,1,642.0,642.0,0,2024.0,2024.0,Низкий,Редкий
LS-38920,Joseph King MD,Home Office,2024-05-18,2024-05-18,1,634.43,634.43,0,2024.0,2024.0,Низкий,Редкий
AW-27952,Robert Miller,Corporate,2022-01-02,2022-01-02,1,632.81,632.81,0,2022.0,2022.0,Низкий,Редкий
JW-65241,Kristina Johnson,Home Office,2022-11-14,2022-11-14,1,631.96,631.96,0,2022.0,2022.0,Низкий,Редкий
GP-14740,Guy Phonely,Consumer,2016-04-06,2017-11-26,2,628.05,57.1,599,2016.0,2017.0,Низкий,Редкий
JR-86892,Rebecca Calhoun,Home Office,2023-05-07,2023-05-07,1,622.11,622.11,0,2023.0,2023.0,Низкий,Редкий
